Station,Date,Tavg,DewPoint,Heat,Cool,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,Sunrise,Sunset,RHumidity
1,2013-06-16,78.0,62,0,13,0.0,29.88,8.3,27,04:16,19:29,57.93497644811754
2,2013-06-16,76.0,62,0,11,0.0,29.87,8.6,24,04:16,19:29,61.90298543869785
1,2013-06-17,74.0,55,0,9,0.03,29.89,3.9,29,04:16,19:29,51.50253858578978
2,2013-06-17,75.0,56,0,10,0.1,29.88,3.7,28,04:16,19:29,51.647768838473404
1,2013-06-18,64.0,52,1,0,0.0,30.01,11.4,3,04:16,19:29,64.99819801604751
2,2013-06-18,64.0,52,1,0,0.01,30.0,12.1,2,04:16,19:29,64.99819801604751
1,2013-06-19,64.0,46,1,0,0.0,30.1,5.9,8,04:16,19:30,51.95438421388198
2,2013-06-19,66.0,46,0,1,0.0,30.09,6.4,7,04:16,19:30,48.457951009264626
1,2013-06-20,71.0,58,0,6,0.0,30.1,5.1,12,04:16,19:30,63.51451357434428
2,2013-06-20,74.0,57,0,9,0.0,30.1,6.0,11,04:16,19:30,55.370380068334455
1,2013-06-21,75.0,65,0,10,0.79,30.04,7.4,19,04:16,19:30,71.0990149842
2,2013-06-21,78.0,63,0,13,0.11,30.04,7.6,19,04:16,19:30,60.01107855818599
1,2013-06-22,74.0,67,0,9,0.04,30.01,3.1,22,04:17,19:31,78.80034208478955
2,2013-06-22,76.0,65,0,12,0.0,30.0,4.8,20,04:17,19:31,68.76831510279386
1,2013-06-23,76.0,68,0,12,0.84,29.97,10.7,20,04:17,19:31,76.29328958738
2,2013-06-23,79.0,66,0,14,0.0,29.97,9.3,20,04:17,19:31,64.4789184655231
1,2013-06-24,78.0,67,0,13,0.18,29.95,8.9,23,04:17,19:31,68.98371246394646
2,2013-06-24,77.0,65,0,12,0.14,29.96,10.5,21,04:17,19:31,66.52320854134287
1,2013-06-25,76.0,69,0,11,0.03,29.86,4.5,19,04:17,19:31,78.95729507957596
2,2013-06-25,78.0,67,0,14,0.0,29.85,5.2,21,04:17,19:31,68.98371246394646
1,2013-06-26,73.0,67,0,8,1.48,29.76,2.2,16,04:18,19:31,81.49377597903546
2,2013-06-26,74.0,65,0,10,0.19,29.75,2.6,18,04:18,19:31,73.51892767698158
1,2013-06-27,77.0,67,0,12,0.92,29.73,7.2,29,04:18,19:31,71.30206812410941
2,2013-06-27,78.0,65,0,14,0.59,29.71,6.1,29,04:18,19:31,64.36023541711909
1,2013-06-28,75.0,61,0,10,0.0,29.63,10.5,31,04:19,19:31,61.777544009622254
2,2013-06-28,76.0,60,0,11,0.16,29.62,9.0,29,04:19,19:31,57.66778910783504
1,2013-06-29,68.0,59,0,3,0.0,29.66,12.0,2,04:19,19:31,72.93876680928582
2,2013-06-29,68.0,59,0,3,0.0,29.65,11.7,1,04:19,19:31,72.93876680928582
1,2013-06-30,70.0,52,0,5,0.0,29.88,13.8,2,04:19,19:31,52.83156593782089
2,2013-06-30,70.0,52,0,5,0.0,29.86,14.0,1,04:19,19:31,52.83156593782089
1,2013-07-01,67.0,51,0,2,0.0,30.03,12.6,3,04:20,19:31,56.43857637904147
2,2013-07-01,68.0,50,0,3,0.0,30.01,13.8,3,04:20,19:31,52.54132558106588
1,2013-07-02,64.0,52,1,0,0.0,30.05,11.0,3,04:20,19:31,64.99819801604751
2,2013-07-02,65.0,53,0,0,0.0,30.04,12.0,3,04:20,19:31,65.11877527904619
1,2013-07-03,66.0,60,0,1,0.02,30.04,2.2,2,04:21,19:31,80.99318848895413
2,2013-07-03,68.0,60,0,3,0.07,30.03,0.5,36,04:21,19:31,75.58697418832249
1,2013-07-04,70.0,61,0,5,0.0,30.05,4.4,20,04:22,19:30,73.13410574677563
2,2013-07-04,72.0,59,0,7,0.0,30.05,7.3,19,04:22,19:30,63.63694965420793
1,2013-07-05,73.0,61,0,8,0.0,30.04,3.7,19,04:22,19:30,66.06364883160035
2,2013-07-05,75.0,60,0,10,0.0,30.03,5.1,20,04:22,19:30,59.62226929298537
1,2013-07-06,74.0,65,0,9,0.0,30.01,4.1,19,04:23,19:30,73.51892767698158
2,2013-07-06,76.0,63,0,12,0.0,30.0,5.4,19,04:23,19:30,64.12128130361302
1,2013-07-07,79.0,67,0,14,0.0,29.97,6.6,21,04:23,19:30,66.74984501973368
2,2013-07-07,80.0,66,0,15,0.0,29.96,8.0,21,04:23,19:30,62.399389337971854
1,2013-07-08,78.0,71,0,13,0.5,29.95,7.8,23,04:24,19:29,79.11259678664938
2,2013-07-08,79.0,70,0,14,0.84,29.95,10.0,22,04:24,19:29,73.98921543414879
1,2013-07-09,79.0,74,0,14,0.0,29.91,6.9,23,04:25,19:29,84.70755742140119
2,2013-07-09,80.0,72,0,15,0.01,29.91,8.9,23,04:25,19:29,76.63566627166244
1,2013-07-10,76.0,65,0,11,0.0,29.89,6.0,34,04:25,19:29,68.76831510279386
2,2013-07-10,76.0,65,0,12,0.0,29.88,3.7,3,04:25,19:29,68.76831510279386
1,2013-07-11,72.0,54,0,8,0.0,30.06,6.5,3,04:26,19:28,53.1196677663226
2,2013-07-11,72.0,52,0,7,0.0,30.05,6.3,3,04:26,19:28,49.362092716414686
1,2013-07-12,70.0,53,0,6,0.0,30.1,4.0,8,04:27,19:28,54.809914498517784
2,2013-07-12,71.0,54,0,6,0.0,30.09,4.1,8,04:27,19:28,54.950842264177005
1,2013-07-13,73.0,59,0,8,0.0,30.12,6.8,9,04:28,19:27,61.525035905748084
2,2013-07-13,75.0,58,0,10,0.0,30.11,6.4,9,04:28,19:27,55.50914990713619
1,2013-07-14,80.0,66,0,15,0.0,30.17,6.7,9,04:28,19:27,62.399389337971854
2,2013-07-14,80.0,66,0,16,0.0,30.16,8.2,8,04:28,19:27,62.399389337971854
1,2013-07-15,80.0,71,0,15,0.09,30.23,4.3,8,04:29,19:26,74.08186960685258
2,2013-07-15,83.0,71,0,18,0.02,30.21,5.0,8,04:29,19:26,67.19693770592839
1,2013-07-16,82.0,72,0,18,0.0,30.25,6.4,23,04:30,19:25,71.80114465010763
2,2013-07-16,85.0,70,0,20,0.01,30.24,6.8,22,04:30,19:25,60.89965509665669
1,2013-07-17,85.0,72,0,20,0.0,30.23,6.7,26,04:31,19:25,65.18005957149498
2,2013-07-17,86.0,70,0,21,0.0,30.21,6.2,25,04:31,19:25,58.98251451802346
1,2013-07-18,86.0,72,0,21,0.0,30.05,7.2,24,04:32,19:24,63.12817049389814
2,2013-07-18,88.0,71,0,23,0.0,30.04,8.8,23,04:32,19:24,57.26509746158488
1,2013-07-19,84.0,70,0,19,0.58,29.83,13.3,25,04:33,19:23,62.887328235813854
2,2013-07-19,86.0,69,0,21,0.0,29.82,13.4,24,04:33,19:23,57.000683314065704
1,2013-07-20,80.0,64,0,15,0.06,29.86,4.8,1,04:33,19:23,58.20002676000418
2,2013-07-20,80.0,63,0,15,0.01,29.85,3.8,3,04:33,19:23,56.19500657655519
1,2013-07-21,78.0,65,0,13,0.01,29.89,2.8,7,04:34,19:22,64.36023541711909
2,2013-07-21,80.0,63,0,16,0.0,29.88,2.9,11,04:34,19:22,56.19500657655519
1,2013-07-22,79.0,66,0,14,0.0,29.78,4.9,24,04:35,19:21,64.4789184655231
2,2013-07-22,81.0,64,0,16,0.0,29.77,5.2,21,04:35,19:21,56.33059167738328
1,2013-07-23,70.0,60,0,6,0.03,29.83,8.8,2,04:36,19:20,70.58262702474482
2,2013-07-23,72.0,58,0,8,0.0,29.81,7.3,1,04:36,19:20,61.397964442270506
1,2013-07-24,66.0,51,0,1,0.0,30.01,7.8,5,04:37,19:19,58.42632469788989
2,2013-07-24,68.0,48,0,3,0.0,30.01,10.1,5,04:37,19:19,48.76137121429923
1,2013-07-25,69.0,54,0,4,0.0,30.05,4.1,23,04:38,19:18,58.82995164909109
2,2013-07-25,70.0,52,0,5,0.0,30.05,2.7,23,04:38,19:18,52.83156593782089
1,2013-07-26,66.0,61,0,1,0.39,29.94,7.6,22,04:39,19:18,83.92099672973481
2,2013-07-26,70.0,58,0,5,0.01,29.94,9.3,21,04:39,19:18,65.71339318037325
1,2013-07-27,60.0,51,5,0,0.0,29.9,9.0,30,04:40,19:17,72.137331284171
2,2013-07-27,62.0,49,2,0,0.0,29.89,10.3,30,04:40,19:17,62.387687428101856
1,2013-07-28,62.0,50,3,0,0.0,29.93,8.7,28,04:41,19:16,64.75536744234604
2,2013-07-28,63.0,47,2,0,0.0,29.94,9.5,26,04:41,19:16,55.877891212486965
1,2013-07-29,66.0,55,0,2,0.0,30.11,2.0,1,04:42,19:15,67.66016472401645
2,2013-07-29,67.0,53,0,2,0.0,30.1,2.3,2,04:42,19:15,60.7543368911074
1,2013-07-30,66.0,59,0,1,0.04,30.12,4.2,16,04:43,19:14,78.15557312319325
2,2013-07-30,68.0,56,0,3,0.0,30.12,5.5,16,04:43,19:14,65.47718858023127
1,2013-07-31,68.0,64,0,4,0.5,30.0,2.2,32,04:44,19:13,87.04449478950775
2,2013-07-31,70.0,63,0,5,0.18,29.99,2.5,30,04:44,19:13,78.481394078393
1,2013-08-01,71.0,57,0,6,0.0,29.95,7.6,30,04:45,19:11,61.27034483869424
2,2013-08-01,72.0,54,0,7,0.0,29.95,6.2,29,04:45,19:11,53.1196677663226
1,2013-08-02,73.0,63,0,8,0.63,29.87,4.5,29,04:46,19:10,70.89397217984008
2,2013-08-02,76.0,62,0,11,0.41,29.87,2.7,23,04:46,19:10,61.90298543869785
1,2013-08-03,72.0,55,0,8,0.0,30.03,5.8,2,04:47,19:09,55.091227971046706
2,2013-08-03,72.0,54,0,8,0.0,30.02,6.9,4,04:47,19:09,53.1196677663226
1,2013-08-04,68.0,56,0,3,0.0,30.14,5.9,6,04:48,19:08,65.47718858023127
2,2013-08-04,67.0,55,0,2,0.0,30.13,6.1,7,04:48,19:08,65.35826777296575
1,2013-08-05,66.0,59,0,2,0.07,29.98,6.8,19,04:49,19:07,78.15557312319325
2,2013-08-05,70.0,56,0,5,0.02,29.98,7.1,18,04:49,19:07,61.1421746910109
1,2013-08-06,75.0,68,0,10,0.04,29.86,7.2,21,04:50,19:06,78.87902635768755
2,2013-08-06,76.0,65,0,12,0.0,29.85,8.7,21,04:50,19:06,68.76831510279386
1,2013-08-07,78.0,68,0,13,0.0,29.83,4.0,30,04:51,19:04,71.40285567925346
2,2013-08-07,80.0,67,0,16,0.01,29.82,2.4,30,04:51,19:04,64.59707555210858
1,2013-08-08,72.0,56,0,7,0.0,29.98,8.6,5,04:52,19:03,57.126939972459
2,2013-08-08,74.0,55,0,9,0.0,29.96,10.5,5,04:52,19:03,51.50253858578978
1,2013-08-09,70.0,60,0,6,0.0,29.98,4.7,27,04:53,19:02,70.58262702474482
2,2013-08-09,73.0,58,0,8,0.0,29.97,4.9,27,04:53,19:02,59.36035569550202
1,2013-08-10,72.0,57,0,8,0.0,30.08,5.3,5,04:54,19:00,59.22858008458958
2,2013-08-10,74.0,55,0,10,0.0,30.07,6.0,6,04:54,19:00,51.50253858578978
1,2013-08-11,70.0,61,0,6,0.01,30.07,2.0,27,04:55,18:59,73.13410574677563
2,2013-08-11,74.0,57,0,9,0.0,30.06,4.0,24,04:55,18:59,55.370380068334455
1,2013-08-12,74.0,65,0,10,0.27,29.93,3.5,27,04:56,18:58,73.51892767698158
2,2013-08-12,77.0,63,0,12,0.66,29.92,4.5,26,04:56,18:58,62.027888304697775
1,2013-08-13,64.0,52,1,0,0.0,30.07,8.7,3,04:57,18:56,64.99819801604751
2,2013-08-13,66.0,50,0,2,0.0,30.06,11.2,2,04:57,18:56,56.29924377769591
1,2013-08-14,64.0,50,1,0,0.0,30.16,3.9,4,04:58,18:55,60.361457330669865
2,2013-08-14,64.0,49,0,0,0.0,30.16,3.0,3,04:58,18:55,58.1544338545121
1,2013-08-15,65.0,53,0,0,0.0,30.13,4.2,24,04:59,18:54,65.11877527904619
2,2013-08-15,66.0,50,0,1,0.0,30.13,4.5,22,04:59,18:54,56.29924377769591
1,2013-08-16,68.0,52,0,4,0.0,30.15,2.8,4,05:00,18:52,56.577353085352414
2,2013-08-16,70.0,51,0,5,0.0,30.14,5.0,7,05:00,18:52,50.916423485910975
1,2013-08-17,69.0,56,0,4,0.0,30.19,5.7,8,05:01,18:51,63.26799955196621
2,2013-08-17,70.0,55,0,5,0.0,30.18,6.0,7,05:01,18:51,58.963380257579956
1,2013-08-18,70.0,57,0,5,0.0,30.14,3.7,8,05:02,18:49,63.391531070601204
2,2013-08-18,72.0,57,0,7,0.0,30.13,4.2,8,05:02,18:49,59.22858008458958
1,2013-08-19,71.0,60,0,6,0.0,30.07,5.1,25,05:03,18:48,68.22081474275457
2,2013-08-19,74.0,58,0,10,0.0,30.06,3.8,25,05:03,18:48,57.39844888625208
1,2013-08-20,77.0,62,0,12,0.0,30.06,7.7,22,05:04,18:46,59.88201402804045
2,2013-08-20,78.0,61,0,13,0.0,30.05,7.0,21,05:04,18:46,55.92225541850748
1,2013-08-21,79.0,65,0,14,0.01,30.02,8.6,23,05:05,18:45,62.27608787757759
2,2013-08-21,80.0,64,0,16,0.05,30.02,9.0,22,05:05,18:45,58.20002676000418
1,2013-08-22,73.0,67,0,8,0.23,30.05,1.5,23,05:06,18:43,81.49377597903546
2,2013-08-22,72.0,66,0,8,0.36,30.05,2.5,24,05:06,18:43,81.42343163922523
1,2013-08-23,72.0,55,0,7,0.0,30.14,6.1,6,05:08,18:42,55.091227971046706
2,2013-08-23,72.0,55,0,8,0.0,30.13,7.2,6,05:08,18:42,55.091227971046706
1,2013-08-24,73.0,59,0,8,0.0,30.2,5.3,17,05:09,18:40,61.525035905748084
2,2013-08-24,75.0,56,0,10,0.0,30.2,4.6,16,05:09,18:40,51.647768838473404
1,2013-08-25,77.0,62,0,12,0.0,30.18,9.2,22,05:10,18:39,59.88201402804045
2,2013-08-25,78.0,60,0,14,0.0,30.17,9.6,21,05:10,18:39,53.97125809200247
1,2013-08-26,81.0,68,0,16,0.0,30.06,9.0,24,05:11,18:37,64.7147091997061
2,2013-08-26,81.0,66,0,16,0.0,30.06,9.2,23,05:11,18:37,60.39506710555169
1,2013-08-27,86.0,70,0,22,0.0,29.9,11.7,24,05:12,18:35,58.98251451802346
2,2013-08-27,86.0,68,0,22,0.0,29.89,12.5,24,05:12,18:35,55.07749010874436
1,2013-08-28,77.0,69,0,12,0.0,29.95,6.9,3,05:13,18:34,76.37954483234944
2,2013-08-28,77.0,67,0,12,0.0,29.94,5.8,36,05:13,18:34,71.30206812410941
1,2013-08-29,78.0,64,0,13,0.0,30.01,3.9,10,05:14,18:32,62.15225499128753
2,2013-08-29,78.0,65,0,13,0.0,30.0,4.2,10,05:14,18:32,64.36023541711909
1,2013-08-30,82.0,68,0,17,0.36,29.86,4.4,26,05:15,18:31,62.64440745427705
2,2013-08-30,82.0,67,0,18,0.47,29.85,5.3,24,05:15,18:31,60.52200223913137
1,2013-08-31,74.0,67,0,10,0.07,29.82,6.1,5,05:16,18:29,78.80034208478955
2,2013-08-31,74.0,66,0,9,0.96,29.81,5.8,4,05:16,18:29,76.11944014009856
1,2013-09-01,75.0,67,0,10,0.14,29.76,4.2,29,05:17,18:27,76.2065889652617
2,2013-09-01,76.0,66,0,11,0.02,29.75,3.9,27,05:17,18:27,71.20078883633504
1,2013-09-02,70.0,61,0,5,0.0,29.9,8.1,2,05:18,18:26,73.13410574677563
2,2013-09-02,70.0,60,0,5,0.0,29.89,7.5,2,05:18,18:26,70.58262702474482
1,2013-09-03,67.0,54,0,2,0.0,30.02,4.0,30,05:19,18:24,63.01927907119633
2,2013-09-03,67.0,54,0,2,0.0,30.02,1.5,34,05:19,18:24,63.01927907119633
1,2013-09-04,72.0,57,0,7,0.0,30.08,6.2,26,05:20,18:22,59.22858008458958
2,2013-09-04,72.0,55,0,7,0.0,30.08,6.4,25,05:20,18:22,55.091227971046706
1,2013-09-05,66.0,54,0,2,0.0,30.2,9.0,5,05:21,18:21,65.2387976002875
2,2013-09-05,70.0,53,0,5,0.0,30.19,9.2,6,05:21,18:21,54.809914498517784
1,2013-09-06,72.0,58,0,7,0.0,30.11,4.7,20,05:22,18:19,61.397964442270506
2,2013-09-06,74.0,55,0,9,0.0,30.11,4.3,17,05:22,18:19,51.50253858578978
1,2013-09-07,76.0,62,0,12,0.01,29.94,5.7,23,05:23,18:17,61.90298543869785
2,2013-09-07,78.0,61,0,13,0.0,29.94,5.8,23,05:23,18:17,55.92225541850748
1,2013-09-08,74.0,66,0,9,0.0,29.98,10.5,7,05:24,18:15,76.11944014009856
2,2013-09-08,74.0,65,0,10,0.0,29.96,10.1,7,05:24,18:15,73.51892767698158
1,2013-09-09,81.0,70,0,16,0.0,29.86,9.0,20,05:25,18:14,69.30301775489443
2,2013-09-09,82.0,68,0,17,0.0,29.86,8.5,20,05:25,18:14,62.64440745427705
1,2013-09-10,86.0,64,0,21,0.0,29.95,12.1,24,05:26,18:12,47.94192300789762
2,2013-09-10,87.0,63,0,22,0.0,29.94,12.2,24,05:26,18:12,44.838890519332644
1,2013-09-11,83.0,66,0,18,0.0,29.98,4.2,27,05:27,18:10,56.600189769560174
2,2013-09-11,84.0,66,0,19,0.0,29.97,5.1,25,05:27,18:10,54.804026317058884
1,2013-09-12,72.0,59,0,7,0.0,29.98,7.0,35,05:28,18:09,63.63694965420793
2,2013-09-12,73.0,58,0,8,0.06,29.97,6.8,34,05:28,18:09,59.36035569550202
1,2013-09-13,60.0,45,5,0,0.0,30.13,10.7,1,05:29,18:07,57.603838422320244
2,2013-09-13,60.0,45,4,0,0.0,30.12,12.8,1,05:29,18:07,57.603838422320244
1,2013-09-14,60.0,43,5,0,0.0,30.1,4.7,21,05:30,18:05,53.37045277273991
2,2013-09-14,62.0,41,3,0,0.0,30.11,5.3,19,05:30,18:05,46.03361253726266
1,2013-09-15,59.0,52,6,0,0.65,30.06,1.1,2,05:31,18:03,77.56828852520378
2,2013-09-15,60.0,51,5,0,0.24,30.06,0.4,19,05:31,18:03,72.137331284171
1,2013-09-16,58.0,47,7,0,0.0,30.3,9.7,3,05:32,18:00,66.73487075122688
2,2013-09-16,60.0,47,5,0,0.0,30.29,11.4,3,05:32,18:00,62.13107935157103
1,2013-09-17,60.0,51,5,0,0.0,30.23,7.0,13,05:33,17:58,72.137331284171
2,2013-09-17,62.0,49,3,0,0.0,30.23,7.2,12,05:33,17:58,62.387687428101856
1,2013-09-18,70.0,60,0,6,0.55,30.01,8.7,18,05:35,17:56,70.58262702474482
2,2013-09-18,72.0,58,0,7,0.51,30.02,6.7,17,05:35,17:56,61.397964442270506
1,2013-09-19,76.0,68,0,12,0.84,29.87,8.3,16,05:36,17:55,76.29328958738
2,2013-09-19,77.0,66,0,12,0.0,29.87,7.8,16,05:36,17:55,68.8762683364799
1,2013-09-20,67.0,60,0,2,0.0,29.8,10.1,26,05:37,17:53,78.237682728673
2,2013-09-20,68.0,59,0,3,0.02,29.8,10.3,26,05:37,17:53,72.93876680928582
1,2013-09-21,60.0,48,5,0,0.0,29.87,9.6,33,05:38,17:51,64.51028333640114
2,2013-09-21,59.0,46,6,0,0.0,29.87,9.0,33,05:38,17:51,62.00191371238806
1,2013-09-22,58.0,47,7,0,0.0,30.01,6.2,4,05:39,17:49,66.73487075122688
2,2013-09-22,58.0,45,7,0,0.0,30.01,4.8,5,05:39,17:49,61.87217012818393
1,2013-09-23,56.0,48,8,0,0.0,30.06,4.9,10,05:40,17:48,74.47077718456157
2,2013-09-23,58.0,45,6,0,0.0,30.06,6.8,11,05:40,17:48,61.87217012818393
1,2013-09-24,60.0,49,5,0,0.0,30.0,6.2,10,05:41,17:46,66.96951913995109
2,2013-09-24,72.0,48,0,0,0.0,30.0,5.8,9,05:41,17:46,42.54287617924819
1,2013-09-25,60.0,52,4,0,0.0,29.95,4.8,5,05:42,17:44,74.85066533341019
2,2013-09-25,64.0,51,1,0,0.0,29.95,5.9,6,05:42,17:44,62.6420155688968
1,2013-09-26,62.0,52,2,0,0.0,30.04,3.8,8,05:43,17:42,69.72963181723787
2,2013-09-26,65.0,52,0,0,0.0,30.04,4.1,9,05:43,17:42,62.76833126674748
1,2013-09-27,66.0,51,0,2,0.0,30.09,7.0,13,05:44,17:41,58.42632469788989
2,2013-09-27,68.0,48,0,4,0.0,30.09,6.6,12,05:44,17:41,48.76137121429923
1,2013-09-28,70.0,56,0,5,0.2,29.98,10.9,19,05:45,17:39,61.1421746910109
2,2013-09-28,72.0,54,0,7,0.02,29.98,10.2,18,05:45,17:39,53.1196677663226
1,2013-09-29,60.0,49,5,0,0.18,30.01,6.0,36,05:46,17:37,66.96951913995109
2,2013-09-29,68.0,48,0,0,0.22,30.01,6.3,36,05:46,17:37,48.76137121429923
1,2013-09-30,60.0,49,4,0,0.0,29.93,5.8,19,05:47,17:35,66.96951913995109
2,2013-09-30,63.0,47,2,0,0.0,29.93,4.2,19,05:47,17:35,55.877891212486965
1,2013-10-01,70.0,62,0,6,0.0,29.92,12.5,22,05:48,17:34,75.76630560203299
2,2013-10-01,70.0,61,0,6,0.0,29.92,11.9,21,05:48,17:34,73.13410574677563
1,2013-10-02,69.0,50,0,4,0.0,30.02,4.7,7,05:49,17:32,50.76859033508071
2,2013-10-02,70.0,50,0,6,0.0,30.02,5.2,7,05:49,17:32,49.06274959008728
1,2013-10-03,69.0,65,0,4,0.12,29.91,7.4,19,05:50,17:30,87.09558126767986
2,2013-10-03,71.0,65,0,6,0.8,29.91,7.1,19,05:50,17:30,81.35270239034826
1,2013-10-04,70.0,65,0,5,0.0,29.94,2.6,12,05:52,17:29,84.16914210018078
2,2013-10-04,71.0,64,0,6,0.0,29.94,2.0,16,05:52,17:29,78.56176830966571
1,2013-10-05,70.0,66,0,6,0.82,29.84,5.2,19,05:53,17:27,87.14637408597748
2,2013-10-05,73.0,66,0,8,0.68,29.83,6.7,19,05:53,17:27,78.72123950619469
1,2013-10-06,54.0,44,10,0,0.09,29.75,8.7,25,05:54,17:25,68.84233317426279
2,2013-10-06,62.0,44,0,0,0.06,29.76,10.1,25,05:54,17:25,51.657661196293624
1,2013-10-07,56.0,45,8,0,0.0,29.92,6.1,28,05:55,17:24,66.49796581661417
2,2013-10-07,56.0,44,9,0,0.0,29.94,6.3,26,05:55,17:24,64.0132635887432
1,2013-10-08,59.0,48,6,0,0.0,30.13,4.7,18,05:56,17:22,66.8524755042766
2,2013-10-08,62.0,46,2,0,0.0,30.13,4.0,17,05:56,17:22,55.73631566879558
1,2013-10-09,60.0,47,5,0,0.0,30.18,3.6,12,05:57,17:20,62.13107935157103
2,2013-10-09,61.0,47,4,0,0.0,30.18,3.4,11,05:57,17:20,59.96347060974499
1,2013-10-10,60.0,50,5,0,0.0,30.11,2.9,13,05:58,17:19,69.51108460852114
2,2013-10-10,63.0,49,2,0,0.0,30.11,3.0,12,05:58,17:19,60.22936578777025
1,2013-10-11,64.0,51,1,0,0.0,30.02,7.3,14,05:59,17:17,62.6420155688968
2,2013-10-11,66.0,48,0,2,0.0,30.02,6.1,14,05:59,17:17,52.248935377409744
1,2013-10-12,60.0,54,5,0,0.12,30.02,5.7,21,06:00,17:15,80.5484989755463
2,2013-10-12,63.0,52,2,0,0.01,30.02,6.0,21,06:00,17:15,67.31731330492019
1,2013-10-13,54.0,41,11,0,0.0,30.32,5.3,32,06:02,17:14,61.347362968351604
2,2013-10-13,56.0,40,9,0,0.0,30.33,3.1,34,06:02,17:14,54.87491930550421
1,2013-10-14,52.0,44,13,0,0.0,30.29,6.6,8,06:03,17:12,74.0827964382329
2,2013-10-14,54.0,43,11,0,0.0,30.29,7.2,8,06:03,17:12,66.25878005367007
1,2013-10-15,56.0,51,8,0,0.07,29.91,7.6,19,06:04,17:11,83.27545387978601
2,2013-10-15,58.0,50,7,0,0.09,29.92,6.9,19,06:04,17:11,74.66171995626145
1,2013-10-16,50.0,45,14,0,0.0,29.89,10.5,25,06:05,17:09,82.87000375082447
2,2013-10-16,50.0,43,14,0,0.0,29.91,10.5,25,06:05,17:09,76.77977271296584
1,2013-10-17,46.0,44,18,0,0.29,29.86,6.1,26,06:06,17:07,92.68223164096686
2,2013-10-17,49.0,43,16,0,0.17,29.88,7.1,24,06:06,17:07,79.69364788361072
1,2013-10-18,44.0,40,20,0,0.0,29.91,8.3,26,06:07,17:06,85.72429560544079
2,2013-10-18,46.0,39,19,0,0.0,29.93,7.9,25,06:07,17:06,76.4166958250717
1,2013-10-19,48.0,37,17,0,0.01,29.83,8.9,25,06:08,17:04,65.52729189453571
2,2013-10-19,48.0,36,16,0,0.01,29.85,10.1,24,06:08,17:04,62.991173163220225
1,2013-10-20,48.0,42,16,0,0.01,29.8,5.1,20,06:10,17:03,79.61328490066258
2,2013-10-20,53.0,41,12,0,0.02,29.82,7.5,21,06:10,17:03,63.63441336070941
1,2013-10-21,44.0,31,21,0,0.0,29.9,10.8,27,06:11,17:01,59.99357507201959
2,2013-10-21,46.0,32,19,0,0.03,29.92,10.3,27,06:11,17:01,57.894631714919484
1,2013-10-22,36.0,31,29,0,0.0,29.95,5.4,26,06:12,17:00,81.86704769689226
2,2013-10-22,36.0,31,29,0,0.03,29.97,4.6,26,06:12,17:00,81.86704769689226
1,2013-10-23,39.0,27,26,0,0.0,29.98,9.2,30,06:13,16:58,61.79504777899112
2,2013-10-23,39.0,27,26,0,0.0,30.0,9.2,29,06:13,16:58,61.79504777899112
1,2013-10-24,38.0,25,27,0,0.0,30.16,10.3,30,06:14,16:57,59.1517946360107
2,2013-10-24,39.0,25,26,0,0.0,30.2,9.2,30,06:14,16:57,56.88260820539456
1,2013-10-25,40.0,26,25,0,0.0,30.24,10.8,24,06:16,16:56,57.02904808117887
2,2013-10-25,40.0,26,25,0,0.0,30.28,10.4,23,06:16,16:56,57.02904808117887
1,2013-10-26,46.0,29,19,0,0.0,29.96,10.9,27,06:17,16:54,51.26074331474755
2,2013-10-26,46.0,29,18,0,0.0,29.98,10.5,26,06:17,16:54,51.26074331474755
1,2013-10-27,42.0,29,23,0,0.0,30.02,6.3,23,06:18,16:53,59.71548400489215
2,2013-10-27,44.0,29,21,0,0.0,30.05,6.4,23,06:18,16:53,55.308058952790226
1,2013-10-28,44.0,37,21,0,0.0,30.26,9.0,4,06:19,16:51,76.2321444120813
2,2013-10-28,45.0,38,20,0,0.0,30.26,8.8,4,06:19,16:51,76.32467403297849
1,2013-10-29,50.0,40,15,0,0.0,30.25,6.1,10,06:20,16:50,68.38532145801607
2,2013-10-29,50.0,39,15,0,0.0,30.26,5.9,11,06:20,16:50,65.77346788533985
1,2013-10-30,53.0,52,12,0,0.55,30.0,6.6,15,06:22,16:49,96.39052792036303
2,2013-10-30,56.0,52,9,0,1.16,30.01,5.3,14,06:22,16:49,86.40773116888852
1,2013-10-31,55.0,56,10,0,1.04,29.45,9.4,24,06:23,16:47,103.69516541268995
2,2013-10-31,56.0,56,9,0,2.03,29.47,9.5,23,06:23,16:47,100.0
1,2014-05-01,46.0,38,19,0,0.09,29.74,13.5,24,04:48,18:49,73.48519171254544
2,2014-05-01,46.0,42,18,0,0.09,29.76,14.1,24,04:48,18:49,85.8416274588816
1,2014-05-02,50.0,39,15,0,0.0,29.77,10.2,24,04:47,18:50,65.77346788533985
2,2014-05-02,64.0,43,0,0,0.04,29.79,10.7,23,04:47,18:50,46.34538974472218
1,2014-05-03,56.0,37,8,0,0.0,29.77,13.8,28,04:46,18:51,48.79868354185697
2,2014-05-03,58.0,39,6,0,0.0,29.77,13.3,28,04:46,18:51,49.107602398074
1,2014-05-04,51.0,29,14,0,0.0,30.01,4.8,3,04:44,18:52,42.51492116077322
2,2014-05-04,54.0,31,11,0,0.0,30.01,5.6,4,04:44,18:52,41.30097683423119
